tiempo_total_min,minutos_retraso,dist_asignacion_km,dist_entrega_km,tiempo_espera_rest_min,cumple_sla,franja_horaria,es_hora_pico,valor_pedido_soles
17.0,0.0,1.124,2.323,11.4,1,noche,0,34.07
8.9,0.0,1.456,2.295,4.2,1,noche,0,70.64
31.8,1.8,1.648,2.7,18.0,0,noche,1,26.15
22.9,0.0,2.194,0.907,13.6,1,noche,1,16.8
32.9,2.9,1.992,1.624,20.6,0,tarde,1,27.74
7.7,0.0,0.866,2.204,1.3,1,mañana,0,68.0
18.6,0.0,1.181,2.137,13.4,1,mañana,0,40.72
23.9,0.0,1.377,2.39,14.9,1,noche,0,79.0
17.4,0.0,1.627,3.189,8.5,1,tarde,0,87.18
17.4,0.0,1.051,2.902,9.3,1,tarde,0,17.78
17.0,0.0,1.574,2.414,9.3,1,noche,0,17.59
18.5,0.0,1.373,2.224,7.4,1,noche,0,84.81
16.3,0.0,0.426,2.335,10.7,1,noche,0,59.83
23.6,0.0,2.021,1.782,13.6,1,noche,1,52.3
16.2,0.0,0.727,2.052,10.8,1,mañana,0,82.4
21.0,0.0,1.854,0.662,13.7,1,noche,1,85.95
18.5,0.0,0.779,2.151,12.1,1,tarde,0,88.91
18.1,0.0,1.134,1.253,7.2,1,tarde,0,56.05
19.7,0.0,1.174,2.378,11.9,1,noche,0,89.51
5.9,0.0,1.002,1.527,0.7,1,noche,0,53.62
21.2,0.0,1.186,1.28,13.9,1,noche,0,30.72
22.1,0.0,0.77,2.424,12.5,1,noche,0,37.75
18.6,0.0,1.164,2.097,10.3,1,noche,0,29.1
23.3,0.0,3.024,0.653,13.4,1,tarde,1,73.16
16.0,0.0,0.724,1.466,9.9,1,mañana,0,43.93
18.4,0.0,1.436,1.641,8.7,1,mañana,0,55.54
21.9,0.0,1.255,3.268,11.6,1,mañana,0,35.63
15.9,0.0,0.841,1.635,12.8,1,mañana,0,74.07
31.9,1.9,3.739,0.5,15.3,0,noche,1,53.13
12.0,0.0,0.745,1.691,3.3,1,mañana,0,74.52
32.3,2.3,3.362,1.046,18.2,0,tarde,1,82.86
32.6,2.6,2.883,1.482,14.3,0,tarde,1,59.5
31.3,1.3,2.987,1.461,17.0,0,tarde,1,47.07
24.3,0.0,2.096,1.849,14.6,1,tarde,1,19.22
10.1,0.0,0.811,2.038,7.3,1,noche,0,57.7
19.3,0.0,1.452,2.128,13.0,1,noche,0,71.47
15.5,0.0,0.895,1.023,11.3,1,tarde,0,39.87
18.0,0.0,1.475,3.04,11.0,1,tarde,0,70.74
18.1,0.0,3.236,1.217,5.0,1,noche,1,26.37
14.2,0.0,1.613,2.42,4.6,1,noche,0,90.39
34.1,4.1,2.994,2.001,15.3,0,tarde,1,52.6
20.4,0.0,1.766,1.945,11.5,1,tarde,0,54.47
25.6,0.0,2.069,2.758,10.0,1,tarde,1,68.61
13.5,0.0,0.831,0.16,10.9,1,noche,1,93.16
26.9,0.0,2.614,1.075,10.9,1,tarde,1,65.12
32.8,2.8,0.783,2.417,22.6,0,tarde,1,29.52
11.4,0.0,1.038,2.456,7.1,1,noche,0,93.24
13.0,0.0,0.195,1.966,5.5,1,tarde,0,59.55
13.2,0.0,1.352,0.474,10.6,1,tarde,0,54.26
18.8,0.0,0.626,1.875,12.1,1,noche,0,73.97
20.7,0.0,1.981,0.614,14.8,1,noche,1,87.24
33.1,3.1,2.704,2.863,11.9,0,noche,1,68.68
21.9,0.0,2.138,2.243,6.6,1,noche,1,75.93
16.7,0.0,0.16,1.899,13.5,1,mañana,0,54.43
13.6,0.0,0.421,2.551,8.7,1,mañana,0,51.95
24.7,0.0,1.532,2.491,12.5,1,mañana,0,15.48
25.1,0.0,1.477,2.962,11.2,1,mañana,0,93.11
18.3,0.0,1.4,2.346,8.6,1,noche,0,59.77
10.9,0.0,0.195,1.048,8.1,1,noche,0,39.06
21.5,0.0,1.484,2.781,12.3,1,tarde,0,74.95
13.1,0.0,1.415,1.14,8.3,1,noche,0,31.42
31.3,1.3,2.25,1.415,17.9,0,noche,1,90.76
29.9,0.0,1.359,1.586,17.6,1,noche,1,69.37
10.6,0.0,1.074,2.477,3.7,1,noche,0,75.07
15.6,0.0,1.493,2.919,5.3,1,noche,0,51.24
8.8,0.0,1.579,1.447,4.6,1,mañana,0,43.16
10.1,0.0,1.327,1.446,6.8,1,mañana,0,27.08
15.7,0.0,1.838,2.415,7.6,1,noche,0,68.85
9.6,0.0,0.618,2.441,3.9,1,noche,0,70.39
22.2,0.0,1.45,2.37,13.1,1,noche,0,55.4
35.4,5.4,1.548,2.589,19.0,0,noche,1,31.95
13.5,0.0,0.846,1.713,12.3,1,noche,0,40.5
11.5,0.0,1.806,0.237,6.7,1,mañana,0,90.9
12.8,0.0,1.655,0.935,7.2,1,mañana,0,84.4
16.0,0.0,0.346,1.933,10.8,1,noche,0,19.01
37.1,7.1,1.453,2.377,24.0,0,tarde,1,37.49
18.0,0.0,3.077,0.204,5.6,1,tarde,1,28.33
17.2,0.0,1.104,2.146,10.0,1,mañana,0,41.79
11.3,0.0,1.757,1.548,5.7,1,mañana,0,92.6
26.8,0.0,1.564,0.308,22.5,1,tarde,1,19.53
13.3,0.0,0.098,0.788,10.7,1,mañana,0,56.84
15.1,0.0,0.733,1.784,12.8,1,mañana,0,45.15
11.4,0.0,0.769,1.627,4.5,1,mañana,0,16.59
19.6,0.0,0.943,2.248,13.5,1,tarde,0,58.61
17.9,0.0,1.55,0.549,13.9,1,tarde,0,43.39
35.4,5.4,2.7,2.419,18.3,0,tarde,1,90.4
27.9,0.0,3.295,1.105,13.4,1,tarde,1,77.15
25.8,0.0,2.465,2.407,12.3,1,noche,1,59.03
23.6,0.0,1.37,2.722,14.4,1,tarde,0,63.93
22.6,0.0,0.292,1.411,13.6,1,noche,1,89.58
10.9,0.0,1.795,2.294,2.4,1,tarde,0,48.03
17.5,0.0,1.101,1.345,12.5,1,tarde,0,58.66
10.7,0.0,1.453,2.326,5.5,1,mañana,0,87.83
18.9,0.0,1.645,0.821,14.5,1,mañana,0,90.44
12.0,0.0,0.083,1.885,8.0,1,mañana,0,94.4
17.1,0.0,0.544,2.108,12.9,1,mañana,0,87.31
20.0,0.0,1.23,2.883,10.3,1,mañana,0,42.55
11.4,0.0,1.485,1.968,7.0,1,mañana,0,81.4
7.9,0.0,1.131,1.753,1.5,1,noche,0,59.85
17.2,0.0,0.589,1.627,9.8,1,noche,0,75.4
16.2,0.0,1.797,2.243,9.4,1,noche,0,52.33
13.2,0.0,1.405,2.052,9.8,1,noche,0,67.87
15.6,0.0,1.845,2.456,6.4,1,mañana,0,19.78
23.0,0.0,2.491,1.077,10.3,1,noche,1,78.14
15.6,0.0,0.703,2.234,7.6,1,tarde,0,16.73
16.7,0.0,0.805,3.357,3.5,1,mañana,0,72.94
18.9,0.0,0.414,0.502,16.5,1,mañana,0,92.9
11.5,0.0,0.413,3.217,5.8,1,mañana,0,66.44
10.3,0.0,1.193,1.257,6.7,1,mañana,0,55.89
31.9,1.9,3.865,2.079,9.8,0,noche,1,31.14
32.1,2.1,0.961,1.854,25.3,0,noche,1,20.34
22.4,0.0,3.324,1.476,9.6,1,noche,1,20.36
12.8,0.0,0.93,2.061,9.7,1,noche,0,51.62
9.2,0.0,0.233,1.587,9.7,1,noche,0,94.13
14.5,0.0,0.879,1.669,8.7,1,noche,0,22.48
14.2,0.0,0.943,0.967,7.8,1,mañana,0,75.62
11.0,0.0,0.365,0.97,9.4,1,mañana,0,44.02
13.5,0.0,1.706,1.953,6.9,1,noche,0,45.01
23.0,0.0,0.252,3.397,15.6,1,noche,0,66.65
16.2,0.0,0.508,1.501,10.2,1,noche,0,60.53
15.5,0.0,1.5,2.071,9.4,1,mañana,0,42.93
13.9,0.0,1.735,1.145,8.3,1,noche,0,33.71
23.4,0.0,1.349,3.228,10.7,1,tarde,0,59.87
13.1,0.0,1.154,2.006,5.6,1,tarde,0,18.09
15.8,0.0,1.269,1.905,8.1,1,noche,0,40.54
17.9,0.0,1.451,2.062,9.7,1,noche,0,35.18
14.1,0.0,0.407,1.093,7.0,1,mañana,0,16.19
11.2,0.0,1.686,1.819,1.9,1,mañana,0,61.85
11.6,0.0,1.941,1.655,8.9,1,noche,0,88.83
16.6,0.0,0.949,2.775,8.0,1,noche,0,47.22
12.6,0.0,1.789,2.529,5.3,1,noche,0,86.59
14.2,0.0,0.233,1.691,10.8,1,mañana,0,66.23
14.7,0.0,0.956,0.797,12.6,1,mañana,0,18.35
14.6,0.0,0.346,2.028,6.5,1,mañana,0,77.09
21.7,0.0,0.371,2.501,15.2,1,mañana,0,91.23
16.8,0.0,0.831,2.262,13.2,1,mañana,0,91.09
15.7,0.0,1.541,0.251,12.5,1,noche,0,16.53
15.8,0.0,1.437,2.667,7.2,1,noche,0,23.13
9.4,0.0,1.252,1.942,2.3,1,tarde,0,80.88
16.8,0.0,1.283,2.628,9.7,1,tarde,0,41.76
13.6,0.0,1.871,2.403,7.9,1,tarde,0,57.81
22.0,0.0,1.024,1.756,16.2,1,noche,1,25.72
16.5,0.0,0.995,1.534,11.5,1,tarde,0,28.39
12.3,0.0,1.489,2.429,6.5,1,mañana,0,93.61
10.7,0.0,0.674,1.231,3.3,1,noche,0,58.07
7.6,0.0,1.273,0.872,4.9,1,mañana,0,76.58
26.9,0.0,2.816,1.99,12.4,1,tarde,1,90.55
13.4,0.0,0.192,2.278,10.2,1,noche,0,59.54
12.8,0.0,0.91,0.695,11.4,1,tarde,0,70.18
12.6,0.0,1.5,1.146,5.2,1,noche,0,76.1
29.4,0.0,3.413,1.594,13.2,1,tarde,1,21.78
12.4,0.0,0.984,2.582,4.0,1,mañana,0,73.16
13.0,0.0,1.755,0.322,7.6,1,mañana,0,68.57
13.4,0.0,1.195,3.024,6.0,1,mañana,0,33.84
19.2,0.0,1.055,0.337,14.7,1,noche,0,28.42
14.9,0.0,0.902,2.192,8.1,1,tarde,0,50.98
16.1,0.0,0.134,0.185,14.4,1,tarde,1,71.87
34.6,4.6,4.031,2.475,11.0,0,tarde,1,28.68
33.9,3.9,3.309,1.948,20.1,0,tarde,1,86.49
18.9,0.0,0.681,2.049,12.0,1,noche,0,40.93
16.7,0.0,1.592,2.853,8.1,1,noche,0,63.69
10.0,0.0,0.861,1.811,5.5,1,mañana,0,41.37
36.0,6.0,3.034,1.96,18.3,0,noche,1,62.76
29.5,0.0,2.732,2.212,14.8,1,noche,1,60.94
7.6,0.0,1.42,1.936,0.0,1,noche,0,90.21
5.7,0.0,1.104,1.139,1.5,1,tarde,0,93.43
10.6,0.0,1.065,1.947,5.0,1,tarde,0,56.05
17.0,0.0,1.703,2.032,8.9,1,tarde,0,62.92
16.2,0.0,1.235,1.593,10.8,1,tarde,0,86.6
16.3,0.0,1.363,2.807,7.0,1,mañana,0,31.16
31.9,1.9,3.988,1.856,10.9,0,tarde,1,20.0
8.7,0.0,1.909,1.005,3.5,1,noche,0,89.67
14.4,0.0,1.604,1.793,6.1,1,noche,0,94.18
22.2,0.0,1.403,2.286,11.5,1,noche,1,83.47
24.6,0.0,2.129,2.345,12.8,1,noche,1,77.97
9.5,0.0,1.475,0.802,7.8,1,mañana,0,73.13
11.9,0.0,0.958,1.948,7.5,1,mañana,0,26.52
8.3,0.0,1.633,0.449,2.0,1,mañana,0,21.88
6.7,0.0,1.089,0.781,5.4,1,mañana,0,56.53
12.2,0.0,1.11,2.498,5.9,1,noche,0,90.47
11.4,0.0,1.237,1.881,6.9,1,noche,0,62.48
18.6,0.0,1.844,1.881,13.2,1,noche,0,21.16
15.3,0.0,1.954,3.34,6.5,1,mañana,0,55.4
15.2,0.0,1.349,1.287,11.4,1,mañana,0,51.52
19.3,0.0,1.551,2.904,10.5,1,noche,0,43.81
11.0,0.0,1.402,2.096,7.1,1,noche,0,50.71
27.9,0.0,1.279,2.741,14.8,1,noche,1,57.21
12.9,0.0,1.238,0.509,10.9,1,noche,0,17.23
14.1,0.0,1.083,1.166,8.4,1,mañana,0,32.57
14.8,0.0,0.971,3.286,7.0,1,mañana,0,37.23
15.7,0.0,0.791,2.397,11.9,1,mañana,0,33.82
10.1,0.0,0.628,1.603,4.7,1,noche,0,65.2
25.3,0.0,0.953,2.287,10.8,1,tarde,1,41.1
36.0,6.0,1.68,2.35,21.0,0,tarde,1,74.65
29.6,0.0,0.558,2.115,18.5,1,tarde,1,64.21
13.3,0.0,1.493,0.663,9.0,1,mañana,0,23.24
15.7,0.0,1.058,1.351,6.3,1,mañana,0,83.62
7.9,0.0,1.505,1.428,4.1,1,mañana,0,45.4
31.4,1.4,2.062,1.395,19.7,0,noche,1,20.87
28.4,0.0,3.142,2.691,10.5,1,noche,1,26.72
10.1,0.0,1.165,1.269,4.9,1,tarde,0,43.46
16.0,0.0,1.278,2.257,14.0,1,mañana,0,32.99
18.7,0.0,1.466,2.994,9.1,1,noche,0,37.33
24.6,0.0,2.339,0.517,16.1,1,noche,1,49.7
25.6,0.0,1.298,0.292,16.3,1,tarde,1,69.01
30.1,0.1,1.566,2.185,17.5,0,tarde,1,25.87
11.4,0.0,0.395,2.126,4.9,1,mañana,0,75.92
13.9,0.0,0.295,0.471,9.8,1,noche,0,44.76
12.3,0.0,0.467,0.807,12.9,1,tarde,0,55.55
21.5,0.0,1.285,2.437,11.8,1,noche,1,93.89
13.2,0.0,1.613,1.885,10.1,1,noche,0,51.65
15.3,0.0,1.508,2.817,7.7,1,tarde,0,35.12
34.4,4.4,0.797,2.333,21.8,0,noche,1,77.86
12.6,0.0,1.91,1.333,9.2,1,mañana,0,17.61
29.5,0.0,2.418,0.378,18.7,1,noche,1,81.54
7.5,0.0,0.858,2.198,2.7,1,tarde,0,62.54
20.3,0.0,0.869,1.644,15.7,1,mañana,0,21.06
21.3,0.0,0.679,3.293,15.2,1,noche,0,42.94
7.8,0.0,0.873,1.271,4.0,1,noche,0,47.28
10.8,0.0,1.479,2.243,5.4,1,tarde,0,19.39
9.6,0.0,1.534,2.949,1.4,1,mañana,0,91.21
14.8,0.0,0.902,1.083,9.9,1,noche,0,43.58
16.9,0.0,1.365,2.839,5.4,1,mañana,0,58.56
5.0,0.0,1.185,1.482,0.0,1,mañana,0,47.53
25.0,0.0,1.261,2.828,15.1,1,noche,0,84.22
19.1,0.0,0.347,0.724,17.1,1,noche,0,30.17
13.7,0.0,0.989,1.524,7.7,1,noche,0,28.63
16.4,0.0,1.91,2.501,7.6,1,mañana,0,36.83
14.4,0.0,1.515,2.318,6.8,1,mañana,0,54.87
27.2,0.0,2.161,1.628,10.3,1,tarde,1,55.02
24.0,0.0,2.59,1.049,9.2,1,tarde,1,91.11
29.0,0.0,3.492,1.573,13.2,1,tarde,1,49.79
37.7,7.7,2.747,1.729,22.9,0,tarde,1,93.26
33.9,3.9,4.039,2.29,12.0,0,tarde,1,24.55
11.0,0.0,0.321,1.177,10.8,1,mañana,0,46.81
10.3,0.0,1.341,0.836,5.8,1,mañana,0,68.94
18.9,0.0,0.525,3.252,11.3,1,mañana,0,44.94
15.0,0.0,0.2,1.09,13.2,1,mañana,0,80.32
39.7,9.7,2.057,2.487,26.2,0,noche,1,21.92
21.0,0.0,2.448,2.495,6.9,1,noche,1,16.31
34.8,4.8,3.617,2.622,10.0,0,noche,1,30.97
13.8,0.0,1.186,0.755,7.5,1,mañana,0,37.9
8.4,0.0,1.787,0.702,5.0,1,noche,0,62.98
25.1,0.0,2.78,2.114,6.5,1,tarde,1,83.19
34.5,4.5,1.315,1.805,22.6,0,tarde,1,78.54
35.1,5.1,2.204,2.246,17.2,0,noche,1,35.5
16.5,0.0,0.786,2.031,10.7,1,mañana,0,38.25
8.6,0.0,1.331,1.504,4.4,1,noche,0,60.73
8.7,0.0,1.092,1.569,2.4,1,noche,0,94.04
13.5,0.0,1.839,0.873,6.0,1,noche,0,38.26
16.3,0.0,0.628,2.758,8.7,1,noche,0,66.26
12.3,0.0,1.732,1.926,7.0,1,tarde,0,31.55
13.3,0.0,1.49,2.087,4.2,1,mañana,0,22.64
11.3,0.0,0.915,1.981,8.2,1,noche,0,67.69
7.4,0.0,0.826,0.84,3.6,1,mañana,0,53.82
14.7,0.0,1.2,2.538,10.9,1,mañana,0,25.21
20.4,0.0,1.324,1.709,12.8,1,tarde,0,23.24
16.6,0.0,0.935,2.345,13.1,1,tarde,0,61.93
23.2,0.0,3.081,2.26,4.9,1,noche,1,72.18
5.0,0.0,1.499,1.471,0.4,1,noche,0,53.69
27.9,0.0,2.31,1.939,14.9,1,tarde,1,80.11
20.8,0.0,1.393,2.62,12.6,1,mañana,0,47.77
12.3,0.0,0.546,2.448,5.4,1,mañana,0,58.07
23.0,0.0,1.454,1.5,14.8,1,tarde,0,57.5
13.0,0.0,0.12,1.032,11.3,1,tarde,0,90.7
19.6,0.0,1.269,2.27,6.5,1,mañana,0,52.88
17.9,0.0,1.495,1.995,11.1,1,mañana,0,70.43
9.2,0.0,0.68,0.344,7.1,1,mañana,0,20.86
14.0,0.0,1.483,1.673,11.7,1,mañana,0,83.22
23.8,0.0,2.551,1.19,13.5,1,noche,1,58.87
28.6,0.0,2.783,2.331,12.2,1,noche,1,73.71
11.7,0.0,1.005,1.814,4.4,1,noche,0,36.14
15.3,0.0,1.962,2.875,3.7,1,noche,0,27.36
17.1,0.0,0.912,2.5,10.9,1,noche,0,67.56
20.1,0.0,1.365,2.879,12.1,1,mañana,0,82.63
6.6,0.0,1.014,1.771,3.0,1,noche,0,29.89
13.0,0.0,1.333,2.14,4.8,1,noche,0,26.1
14.8,0.0,0.792,1.519,8.3,1,noche,0,20.76
5.8,0.0,1.407,1.771,3.0,1,mañana,0,69.99
19.2,0.0,0.79,1.6,11.4,1,noche,0,40.39
18.1,0.0,1.355,1.747,11.7,1,noche,0,23.18
14.7,0.0,1.529,1.23,9.3,1,tarde,0,48.41
9.9,0.0,0.625,2.005,6.5,1,mañana,0,87.54
10.4,0.0,1.49,1.507,4.7,1,mañana,0,88.7
21.0,0.0,0.448,1.446,16.7,1,noche,0,83.32
15.0,0.0,1.372,1.16,11.2,1,noche,0,88.74
7.1,0.0,0.958,0.993,7.1,1,noche,0,40.21
17.5,0.0,1.101,2.366,11.8,1,mañana,0,61.19
18.9,0.0,1.276,1.831,9.5,1,noche,0,48.13
11.8,0.0,0.552,2.244,8.4,1,mañana,0,32.36
13.7,0.0,1.711,1.532,8.8,1,mañana,0,31.93
12.9,0.0,1.109,2.098,4.9,1,noche,0,66.04
16.8,0.0,1.213,2.198,10.0,1,tarde,0,16.52
18.1,0.0,1.333,2.649,11.0,1,tarde,0,61.32
14.3,0.0,0.737,1.144,8.7,1,mañana,0,16.94
18.3,0.0,1.517,0.653,12.0,1,mañana,0,16.57
18.6,0.0,1.613,2.037,11.5,1,mañana,0,54.11
17.0,0.0,1.278,1.84,10.4,1,mañana,0,33.39
24.8,0.0,1.508,2.678,12.6,1,noche,0,82.95
15.8,0.0,0.521,2.139,11.1,1,noche,0,87.87
28.7,0.0,2.033,1.494,16.2,1,noche,1,18.33
18.2,0.0,1.616,2.444,8.7,1,noche,0,62.52
6.3,0.0,1.108,2.599,6.6,1,noche,0,43.28
14.9,0.0,0.785,2.29,8.1,1,mañana,0,49.4
8.3,0.0,1.572,1.677,2.2,1,mañana,0,81.76
11.1,0.0,1.527,2.747,6.8,1,mañana,0,77.88
5.0,0.0,1.492,0.757,3.0,1,mañana,0,26.93
11.2,0.0,1.131,0.468,6.8,1,mañana,0,18.43
24.9,0.0,2.591,3.114,5.6,1,tarde,1,61.13
23.5,0.0,2.423,1.481,10.3,1,tarde,1,92.76
12.8,0.0,1.284,1.683,7.8,1,mañana,0,42.2
21.3,0.0,0.831,2.858,11.8,1,noche,0,62.18
15.6,0.0,1.737,1.024,10.4,1,mañana,0,34.18
13.2,0.0,0.915,1.957,8.5,1,noche,0,67.44
12.0,0.0,1.188,2.923,6.5,1,tarde,0,78.58
14.9,0.0,0.747,2.089,9.9,1,tarde,0,66.83
29.2,0.0,2.382,1.985,16.8,1,noche,1,24.86
7.5,0.0,1.205,1.04,3.6,1,noche,0,69.84
11.0,0.0,0.408,1.028,10.4,1,tarde,0,89.42
12.0,0.0,1.354,0.665,10.3,1,noche,0,72.99
18.8,0.0,2.551,0.971,8.6,1,tarde,1,15.2
29.3,0.0,2.97,2.319,14.7,1,noche,1,77.96
18.9,0.0,1.078,1.314,15.8,1,tarde,0,79.26
11.1,0.0,1.739,0.181,8.3,1,noche,0,49.75
7.9,0.0,1.509,0.93,3.3,1,noche,0,41.29
17.1,0.0,1.514,0.666,10.6,1,noche,0,27.16
17.3,0.0,1.549,1.982,12.3,1,noche,0,36.28
10.2,0.0,1.436,1.136,5.6,1,noche,0,45.58
19.0,0.0,1.419,2.277,12.7,1,noche,0,60.11
6.6,0.0,0.966,1.206,0.8,1,tarde,0,42.33
28.6,0.0,2.185,2.629,10.5,1,tarde,1,65.99
17.3,0.0,0.741,2.706,10.1,1,noche,0,41.68
13.4,0.0,1.598,2.618,5.3,1,noche,0,43.09
19.8,0.0,0.419,2.762,9.9,1,mañana,0,55.78
12.2,0.0,0.951,1.791,9.0,1,noche,0,57.12
10.7,0.0,1.206,1.537,2.9,1,noche,0,69.73
31.2,1.2,1.349,2.728,20.6,0,tarde,1,29.27
19.2,0.0,0.682,1.536,11.8,1,tarde,1,43.83
24.8,0.0,3.401,2.272,5.8,1,tarde,1,22.0
13.7,0.0,1.22,0.762,10.3,1,mañana,0,94.05
12.6,0.0,1.803,2.208,8.3,1,noche,0,26.98
33.6,3.6,0.724,1.823,24.6,0,tarde,1,67.41
28.3,0.0,2.493,2.129,12.6,1,noche,1,54.52
31.5,1.5,2.14,3.184,16.3,0,noche,1,44.87
12.8,0.0,1.62,3.031,4.6,1,tarde,0,92.88
8.4,0.0,0.805,0.71,6.4,1,noche,0,25.11
12.3,0.0,1.122,1.839,7.2,1,tarde,0,59.32
20.4,0.0,1.064,2.459,11.6,1,noche,0,67.0
9.9,0.0,1.116,0.903,7.3,1,noche,0,75.9
14.4,0.0,1.619,0.575,9.3,1,noche,0,69.19
16.4,0.0,1.509,1.352,12.5,1,noche,0,58.21
24.6,0.0,1.603,1.314,14.7,1,tarde,1,58.38
15.3,0.0,1.549,2.02,9.9,1,noche,0,25.69
29.0,0.0,2.839,1.622,14.5,1,noche,1,80.67
26.2,0.0,3.116,2.442,7.6,1,noche,1,25.91
13.7,0.0,0.79,2.319,10.0,1,mañana,0,26.56
37.7,7.7,3.361,2.001,21.2,0,noche,1,66.97
13.3,0.0,2.063,0.849,5.5,1,tarde,0,22.07
16.0,0.0,1.07,1.879,10.1,1,noche,0,18.78
19.7,0.0,1.892,0.287,16.1,1,noche,0,62.55
14.4,0.0,0.643,0.671,12.7,1,noche,0,60.07
14.4,0.0,0.718,2.891,4.6,1,noche,0,16.56
15.1,0.0,1.712,2.367,9.6,1,noche,0,80.95
8.0,0.0,1.265,1.27,3.1,1,tarde,0,30.2
12.8,0.0,1.247,1.112,6.7,1,tarde,0,19.74
22.8,0.0,0.846,1.541,16.7,1,noche,0,72.36
23.0,0.0,2.835,1.921,7.7,1,tarde,1,46.98
13.1,0.0,1.37,1.439,7.5,1,noche,0,22.57
17.7,0.0,0.171,1.591,11.8,1,noche,0,43.78
16.8,0.0,1.625,2.362,7.3,1,mañana,0,27.03
16.6,0.0,1.581,2.397,8.6,1,mañana,0,60.65
5.0,0.0,0.171,1.834,2.2,1,mañana,0,81.37
11.9,0.0,1.293,2.072,8.7,1,noche,0,15.99
18.8,0.0,2.474,1.096,10.1,1,tarde,1,42.56
16.9,0.0,1.152,3.215,6.9,1,mañana,0,46.57
21.4,0.0,0.642,2.083,16.3,1,mañana,0,38.1
21.2,0.0,1.138,2.313,15.2,1,mañana,0,37.92
13.7,0.0,1.366,0.423,11.0,1,tarde,0,74.41
17.7,0.0,1.421,2.3,9.0,1,tarde,0,93.65
8.3,0.0,0.264,2.345,5.4,1,mañana,0,78.08
14.9,0.0,1.069,2.794,5.3,1,tarde,0,17.16
17.7,0.0,1.639,1.403,8.9,1,noche,0,40.85
9.8,0.0,1.58,2.501,3.3,1,mañana,0,23.14
8.0,0.0,0.79,2.943,0.0,1,noche,0,68.83
15.1,0.0,0.542,2.212,6.2,1,noche,0,46.53
21.4,0.0,0.68,1.688,11.4,1,mañana,0,20.85
13.3,0.0,0.634,1.762,9.2,1,mañana,0,63.94
32.0,2.0,2.145,2.088,20.8,0,tarde,1,37.74
7.4,0.0,0.734,1.88,4.6,1,mañana,0,30.58
15.3,0.0,1.892,2.074,6.9,1,mañana,0,82.62
15.0,0.0,0.505,2.158,7.0,1,mañana,0,89.44
13.9,0.0,1.262,2.103,6.7,1,tarde,0,85.46
40.7,10.7,1.942,3.138,19.2,0,noche,1,85.17
10.8,0.0,1.124,1.434,10.9,1,mañana,0,17.25
6.2,0.0,1.397,1.187,2.2,1,mañana,0,35.31
5.0,0.0,1.434,1.756,0.0,1,noche,0,21.57
15.3,0.0,1.226,2.368,7.6,1,noche,0,43.47
17.8,0.0,0.398,2.593,8.0,1,noche,0,88.44
20.2,0.0,0.865,2.02,12.6,1,noche,0,92.01
19.3,0.0,1.518,1.758,14.4,1,noche,0,37.81
14.5,0.0,0.797,1.518,8.8,1,noche,0,81.7
27.7,0.0,0.79,0.538,24.6,1,tarde,1,51.55
22.5,0.0,1.474,1.177,14.2,1,noche,0,22.22
11.4,0.0,1.062,1.137,6.4,1,mañana,0,25.28
23.4,0.0,0.96,0.923,15.1,1,noche,0,36.42
11.2,0.0,1.841,0.389,9.8,1,noche,0,70.12
13.8,0.0,0.665,1.953,8.3,1,mañana,0,53.89
24.5,0.0,1.109,2.586,13.4,1,tarde,0,91.1
14.0,0.0,0.367,1.759,10.8,1,tarde,0,68.94
9.4,0.0,0.704,2.229,5.8,1,noche,0,49.48
15.5,0.0,0.88,1.935,9.3,1,noche,0,78.53
9.8,0.0,1.337,1.186,4.8,1,noche,0,52.48
18.7,0.0,0.801,1.778,11.7,1,mañana,0,66.63
17.1,0.0,2.383,1.208,8.7,1,tarde,1,63.01
16.3,0.0,3.702,0.985,0.4,1,tarde,1,38.64
22.8,0.0,2.801,2.152,10.0,1,tarde,1,49.72
15.4,0.0,1.237,2.477,9.5,1,mañana,0,60.28
28.2,0.0,2.787,3.039,11.1,1,tarde,1,34.71
22.9,0.0,2.772,1.621,9.6,1,noche,1,31.3
12.3,0.0,1.758,1.18,5.6,1,mañana,0,94.68
14.4,0.0,0.836,1.699,8.7,1,mañana,0,16.96
18.2,0.0,0.732,3.114,9.7,1,mañana,0,51.79
25.6,0.0,2.175,1.111,15.7,1,noche,1,50.8
27.4,0.0,2.474,1.382,13.2,1,tarde,1,35.03
26.0,0.0,3.116,1.041,13.1,1,tarde,1,22.18
8.8,0.0,1.374,0.848,3.7,1,noche,0,47.41
18.7,0.0,1.351,1.066,14.9,1,tarde,0,68.98
22.7,0.0,0.998,1.641,15.7,1,tarde,0,69.39
22.3,0.0,1.698,0.925,11.1,1,tarde,1,61.88
24.8,0.0,1.224,2.236,10.7,1,tarde,1,43.72
24.6,0.0,2.892,2.644,5.3,1,tarde,1,37.89
18.6,0.0,2.269,2.15,4.4,1,tarde,1,18.37
24.5,0.0,1.063,0.615,18.1,1,tarde,1,17.28
28.5,0.0,2.092,2.05,15.2,1,tarde,1,16.32
35.0,5.0,2.55,2.077,19.7,0,noche,1,65.36
12.0,0.0,1.677,2.296,3.6,1,mañana,0,72.53
7.7,0.0,1.599,2.521,1.9,1,mañana,0,73.46
20.4,0.0,1.491,1.043,13.2,1,mañana,0,55.5
13.6,0.0,0.352,1.988,9.2,1,noche,0,53.22
9.9,0.0,0.623,2.088,4.6,1,mañana,0,81.65
